relative_path,case_number,contrast_type,slice_number,TRAIN_VAL_TEST,status
file_brain_AXT1POST_201_6002703/processed/slice_12.mat,file_brain_AXT1POST_201_6002703,AXT1POST,12,TRAIN,Success
file_brain_AXT1POST_201_6002703/processed/slice_13.mat,file_brain_AXT1POST_201_6002703,AXT1POST,13,TRAIN,Success
file_brain_AXT1POST_201_6002703/processed/slice_14.mat,file_brain_AXT1POST_201_6002703,AXT1POST,14,TRAIN,Success
file_brain_AXT1POST_201_6002703/processed/slice_15.mat,file_brain_AXT1POST_201_6002703,AXT1POST,15,TRAIN,Success
file_brain_AXT1POST_201_6002703/processed/slice_16.mat,file_brain_AXT1POST_201_6002703,AXT1POST,16,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_1.mat,file_brain_AXT1POST_201_6002720,AXT1POST,1,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_2.mat,file_brain_AXT1POST_201_6002720,AXT1POST,2,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_3.mat,file_brain_AXT1POST_201_6002720,AXT1POST,3,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_4.mat,file_brain_AXT1POST_201_6002720,AXT1POST,4,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_5.mat,file_brain_AXT1POST_201_6002720,AXT1POST,5,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_6.mat,file_brain_AXT1POST_201_6002720,AXT1POST,6,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_7.mat,file_brain_AXT1POST_201_6002720,AXT1POST,7,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_8.mat,file_brain_AXT1POST_201_6002720,AXT1POST,8,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_9.mat,file_brain_AXT1POST_201_6002720,AXT1POST,9,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_10.mat,file_brain_AXT1POST_201_6002720,AXT1POST,10,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_11.mat,file_brain_AXT1POST_201_6002720,AXT1POST,11,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_12.mat,file_brain_AXT1POST_201_6002720,AXT1POST,12,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_13.mat,file_brain_AXT1POST_201_6002720,AXT1POST,13,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_14.mat,file_brain_AXT1POST_201_6002720,AXT1POST,14,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_15.mat,file_brain_AXT1POST_201_6002720,AXT1POST,15,TRAIN,Success
file_brain_AXT1POST_201_6002720/processed/slice_16.mat,file_brain_AXT1POST_201_6002720,AXT1POST,16,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_1.mat,file_brain_AXT1POST_201_6002724,AXT1POST,1,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_2.mat,file_brain_AXT1POST_201_6002724,AXT1POST,2,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_3.mat,file_brain_AXT1POST_201_6002724,AXT1POST,3,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_4.mat,file_brain_AXT1POST_201_6002724,AXT1POST,4,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_5.mat,file_brain_AXT1POST_201_6002724,AXT1POST,5,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_6.mat,file_brain_AXT1POST_201_6002724,AXT1POST,6,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_7.mat,file_brain_AXT1POST_201_6002724,AXT1POST,7,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_8.mat,file_brain_AXT1POST_201_6002724,AXT1POST,8,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_9.mat,file_brain_AXT1POST_201_6002724,AXT1POST,9,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_10.mat,file_brain_AXT1POST_201_6002724,AXT1POST,10,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_11.mat,file_brain_AXT1POST_201_6002724,AXT1POST,11,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_12.mat,file_brain_AXT1POST_201_6002724,AXT1POST,12,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_13.mat,file_brain_AXT1POST_201_6002724,AXT1POST,13,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_14.mat,file_brain_AXT1POST_201_6002724,AXT1POST,14,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_15.mat,file_brain_AXT1POST_201_6002724,AXT1POST,15,TRAIN,Success
file_brain_AXT1POST_201_6002724/processed/slice_16.mat,file_brain_AXT1POST_201_6002724,AXT1POST,16,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_1.mat,file_brain_AXT1POST_201_6002737,AXT1POST,1,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_2.mat,file_brain_AXT1POST_201_6002737,AXT1POST,2,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_3.mat,file_brain_AXT1POST_201_6002737,AXT1POST,3,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_4.mat,file_brain_AXT1POST_201_6002737,AXT1POST,4,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_5.mat,file_brain_AXT1POST_201_6002737,AXT1POST,5,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_6.mat,file_brain_AXT1POST_201_6002737,AXT1POST,6,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_7.mat,file_brain_AXT1POST_201_6002737,AXT1POST,7,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_8.mat,file_brain_AXT1POST_201_6002737,AXT1POST,8,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_9.mat,file_brain_AXT1POST_201_6002737,AXT1POST,9,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_10.mat,file_brain_AXT1POST_201_6002737,AXT1POST,10,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_11.mat,file_brain_AXT1POST_201_6002737,AXT1POST,11,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_12.mat,file_brain_AXT1POST_201_6002737,AXT1POST,12,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_13.mat,file_brain_AXT1POST_201_6002737,AXT1POST,13,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_14.mat,file_brain_AXT1POST_201_6002737,AXT1POST,14,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_15.mat,file_brain_AXT1POST_201_6002737,AXT1POST,15,TRAIN,Success
file_brain_AXT1POST_201_6002737/processed/slice_16.mat,file_brain_AXT1POST_201_6002737,AXT1POST,16,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_1.mat,file_brain_AXT1POST_201_6002750,AXT1POST,1,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_2.mat,file_brain_AXT1POST_201_6002750,AXT1POST,2,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_3.mat,file_brain_AXT1POST_201_6002750,AXT1POST,3,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_4.mat,file_brain_AXT1POST_201_6002750,AXT1POST,4,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_5.mat,file_brain_AXT1POST_201_6002750,AXT1POST,5,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_6.mat,file_brain_AXT1POST_201_6002750,AXT1POST,6,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_7.mat,file_brain_AXT1POST_201_6002750,AXT1POST,7,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_8.mat,file_brain_AXT1POST_201_6002750,AXT1POST,8,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_9.mat,file_brain_AXT1POST_201_6002750,AXT1POST,9,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_10.mat,file_brain_AXT1POST_201_6002750,AXT1POST,10,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_11.mat,file_brain_AXT1POST_201_6002750,AXT1POST,11,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_12.mat,file_brain_AXT1POST_201_6002750,AXT1POST,12,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_13.mat,file_brain_AXT1POST_201_6002750,AXT1POST,13,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_14.mat,file_brain_AXT1POST_201_6002750,AXT1POST,14,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_15.mat,file_brain_AXT1POST_201_6002750,AXT1POST,15,TRAIN,Success
file_brain_AXT1POST_201_6002750/processed/slice_16.mat,file_brain_AXT1POST_201_6002750,AXT1POST,16,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_1.mat,file_brain_AXT1POST_201_6002774,AXT1POST,1,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_2.mat,file_brain_AXT1POST_201_6002774,AXT1POST,2,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_3.mat,file_brain_AXT1POST_201_6002774,AXT1POST,3,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_4.mat,file_brain_AXT1POST_201_6002774,AXT1POST,4,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_5.mat,file_brain_AXT1POST_201_6002774,AXT1POST,5,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_6.mat,file_brain_AXT1POST_201_6002774,AXT1POST,6,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_7.mat,file_brain_AXT1POST_201_6002774,AXT1POST,7,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_8.mat,file_brain_AXT1POST_201_6002774,AXT1POST,8,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_9.mat,file_brain_AXT1POST_201_6002774,AXT1POST,9,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_10.mat,file_brain_AXT1POST_201_6002774,AXT1POST,10,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_11.mat,file_brain_AXT1POST_201_6002774,AXT1POST,11,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_12.mat,file_brain_AXT1POST_201_6002774,AXT1POST,12,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_13.mat,file_brain_AXT1POST_201_6002774,AXT1POST,13,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_14.mat,file_brain_AXT1POST_201_6002774,AXT1POST,14,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_15.mat,file_brain_AXT1POST_201_6002774,AXT1POST,15,TRAIN,Success
file_brain_AXT1POST_201_6002774/processed/slice_16.mat,file_brain_AXT1POST_201_6002774,AXT1POST,16,TRAIN,Success
file_brain_AXT1POST_201_6002817/processed/slice_1.mat,file_brain_AXT1POST_201_6002817,AXT1POST,1,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_2.mat,file_brain_AXT1POST_201_6002817,AXT1POST,2,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_3.mat,file_brain_AXT1POST_201_6002817,AXT1POST,3,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_4.mat,file_brain_AXT1POST_201_6002817,AXT1POST,4,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_5.mat,file_brain_AXT1POST_201_6002817,AXT1POST,5,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_6.mat,file_brain_AXT1POST_201_6002817,AXT1POST,6,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_7.mat,file_brain_AXT1POST_201_6002817,AXT1POST,7,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_8.mat,file_brain_AXT1POST_201_6002817,AXT1POST,8,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_9.mat,file_brain_AXT1POST_201_6002817,AXT1POST,9,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_10.mat,file_brain_AXT1POST_201_6002817,AXT1POST,10,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_11.mat,file_brain_AXT1POST_201_6002817,AXT1POST,11,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_12.mat,file_brain_AXT1POST_201_6002817,AXT1POST,12,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_13.mat,file_brain_AXT1POST_201_6002817,AXT1POST,13,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_14.mat,file_brain_AXT1POST_201_6002817,AXT1POST,14,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_15.mat,file_brain_AXT1POST_201_6002817,AXT1POST,15,TEST,Success
file_brain_AXT1POST_201_6002817/processed/slice_16.mat,file_brain_AXT1POST_201_6002817,AXT1POST,16,TEST,Success
file_brain_AXT1POST_201_6002862/processed/slice_1.mat,file_brain_AXT1POST_201_6002862,AXT1POST,1,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_2.mat,file_brain_AXT1POST_201_6002862,AXT1POST,2,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_3.mat,file_brain_AXT1POST_201_6002862,AXT1POST,3,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_4.mat,file_brain_AXT1POST_201_6002862,AXT1POST,4,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_5.mat,file_brain_AXT1POST_201_6002862,AXT1POST,5,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_6.mat,file_brain_AXT1POST_201_6002862,AXT1POST,6,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_7.mat,file_brain_AXT1POST_201_6002862,AXT1POST,7,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_8.mat,file_brain_AXT1POST_201_6002862,AXT1POST,8,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_9.mat,file_brain_AXT1POST_201_6002862,AXT1POST,9,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_10.mat,file_brain_AXT1POST_201_6002862,AXT1POST,10,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_11.mat,file_brain_AXT1POST_201_6002862,AXT1POST,11,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_12.mat,file_brain_AXT1POST_201_6002862,AXT1POST,12,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_13.mat,file_brain_AXT1POST_201_6002862,AXT1POST,13,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_14.mat,file_brain_AXT1POST_201_6002862,AXT1POST,14,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_15.mat,file_brain_AXT1POST_201_6002862,AXT1POST,15,VAL,Success
file_brain_AXT1POST_201_6002862/processed/slice_16.mat,file_brain_AXT1POST_201_6002862,AXT1POST,16,VAL,Success
file_brain_AXT1POST_202_6000269/processed/slice_1.mat,file_brain_AXT1POST_202_6000269,AXT1POST,1,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_2.mat,file_brain_AXT1POST_202_6000269,AXT1POST,2,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_3.mat,file_brain_AXT1POST_202_6000269,AXT1POST,3,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_4.mat,file_brain_AXT1POST_202_6000269,AXT1POST,4,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_5.mat,file_brain_AXT1POST_202_6000269,AXT1POST,5,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_6.mat,file_brain_AXT1POST_202_6000269,AXT1POST,6,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_7.mat,file_brain_AXT1POST_202_6000269,AXT1POST,7,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_8.mat,file_brain_AXT1POST_202_6000269,AXT1POST,8,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_9.mat,file_brain_AXT1POST_202_6000269,AXT1POST,9,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_10.mat,file_brain_AXT1POST_202_6000269,AXT1POST,10,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_11.mat,file_brain_AXT1POST_202_6000269,AXT1POST,11,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_12.mat,file_brain_AXT1POST_202_6000269,AXT1POST,12,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_13.mat,file_brain_AXT1POST_202_6000269,AXT1POST,13,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_14.mat,file_brain_AXT1POST_202_6000269,AXT1POST,14,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_15.mat,file_brain_AXT1POST_202_6000269,AXT1POST,15,TEST,Success
file_brain_AXT1POST_202_6000269/processed/slice_16.mat,file_brain_AXT1POST_202_6000269,AXT1POST,16,TEST,Success
file_brain_AXT1POST_202_6000302/processed/slice_1.mat,file_brain_AXT1POST_202_6000302,AXT1POST,1,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_2.mat,file_brain_AXT1POST_202_6000302,AXT1POST,2,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_3.mat,file_brain_AXT1POST_202_6000302,AXT1POST,3,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_4.mat,file_brain_AXT1POST_202_6000302,AXT1POST,4,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_5.mat,file_brain_AXT1POST_202_6000302,AXT1POST,5,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_6.mat,file_brain_AXT1POST_202_6000302,AXT1POST,6,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_7.mat,file_brain_AXT1POST_202_6000302,AXT1POST,7,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_8.mat,file_brain_AXT1POST_202_6000302,AXT1POST,8,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_9.mat,file_brain_AXT1POST_202_6000302,AXT1POST,9,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_10.mat,file_brain_AXT1POST_202_6000302,AXT1POST,10,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_11.mat,file_brain_AXT1POST_202_6000302,AXT1POST,11,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_12.mat,file_brain_AXT1POST_202_6000302,AXT1POST,12,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_13.mat,file_brain_AXT1POST_202_6000302,AXT1POST,13,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_14.mat,file_brain_AXT1POST_202_6000302,AXT1POST,14,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_15.mat,file_brain_AXT1POST_202_6000302,AXT1POST,15,VAL,Success
file_brain_AXT1POST_202_6000302/processed/slice_16.mat,file_brain_AXT1POST_202_6000302,AXT1POST,16,VAL,Success
file_brain_AXT1POST_202_6000321/processed/slice_1.mat,file_brain_AXT1POST_202_6000321,AXT1POST,1,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_2.mat,file_brain_AXT1POST_202_6000321,AXT1POST,2,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_3.mat,file_brain_AXT1POST_202_6000321,AXT1POST,3,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_4.mat,file_brain_AXT1POST_202_6000321,AXT1POST,4,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_5.mat,file_brain_AXT1POST_202_6000321,AXT1POST,5,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_6.mat,file_brain_AXT1POST_202_6000321,AXT1POST,6,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_7.mat,file_brain_AXT1POST_202_6000321,AXT1POST,7,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_8.mat,file_brain_AXT1POST_202_6000321,AXT1POST,8,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_9.mat,file_brain_AXT1POST_202_6000321,AXT1POST,9,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_10.mat,file_brain_AXT1POST_202_6000321,AXT1POST,10,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_11.mat,file_brain_AXT1POST_202_6000321,AXT1POST,11,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_12.mat,file_brain_AXT1POST_202_6000321,AXT1POST,12,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_13.mat,file_brain_AXT1POST_202_6000321,AXT1POST,13,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_14.mat,file_brain_AXT1POST_202_6000321,AXT1POST,14,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_15.mat,file_brain_AXT1POST_202_6000321,AXT1POST,15,TRAIN,Success
file_brain_AXT1POST_202_6000321/processed/slice_16.mat,file_brain_AXT1POST_202_6000321,AXT1POST,16,TRAIN,Success
file_brain_AXT1POST_202_6000322/processed/slice_1.mat,file_brain_AXT1POST_202_6000322,AXT1POST,1,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_2.mat,file_brain_AXT1POST_202_6000322,AXT1POST,2,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_3.mat,file_brain_AXT1POST_202_6000322,AXT1POST,3,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_4.mat,file_brain_AXT1POST_202_6000322,AXT1POST,4,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_5.mat,file_brain_AXT1POST_202_6000322,AXT1POST,5,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_6.mat,file_brain_AXT1POST_202_6000322,AXT1POST,6,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_7.mat,file_brain_AXT1POST_202_6000322,AXT1POST,7,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_8.mat,file_brain_AXT1POST_202_6000322,AXT1POST,8,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_9.mat,file_brain_AXT1POST_202_6000322,AXT1POST,9,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_10.mat,file_brain_AXT1POST_202_6000322,AXT1POST,10,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_11.mat,file_brain_AXT1POST_202_6000322,AXT1POST,11,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_12.mat,file_brain_AXT1POST_202_6000322,AXT1POST,12,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_13.mat,file_brain_AXT1POST_202_6000322,AXT1POST,13,TEST,Success
file_brain_AXT1POST_202_6000322/processed/slice_14.mat,file_brain_AXT1POST_202_6000322,AXT1POST,14,TEST,Success
file_brain_AXT1POST_202_6000488/processed/slice_1.mat,file_brain_AXT1POST_202_6000488,AXT1POST,1,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_2.mat,file_brain_AXT1POST_202_6000488,AXT1POST,2,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_3.mat,file_brain_AXT1POST_202_6000488,AXT1POST,3,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_4.mat,file_brain_AXT1POST_202_6000488,AXT1POST,4,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_5.mat,file_brain_AXT1POST_202_6000488,AXT1POST,5,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_6.mat,file_brain_AXT1POST_202_6000488,AXT1POST,6,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_7.mat,file_brain_AXT1POST_202_6000488,AXT1POST,7,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_8.mat,file_brain_AXT1POST_202_6000488,AXT1POST,8,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_9.mat,file_brain_AXT1POST_202_6000488,AXT1POST,9,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_10.mat,file_brain_AXT1POST_202_6000488,AXT1POST,10,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_11.mat,file_brain_AXT1POST_202_6000488,AXT1POST,11,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_12.mat,file_brain_AXT1POST_202_6000488,AXT1POST,12,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_13.mat,file_brain_AXT1POST_202_6000488,AXT1POST,13,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_14.mat,file_brain_AXT1POST_202_6000488,AXT1POST,14,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_15.mat,file_brain_AXT1POST_202_6000488,AXT1POST,15,TRAIN,Success
file_brain_AXT1POST_202_6000488/processed/slice_16.mat,file_brain_AXT1POST_202_6000488,AXT1POST,16,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_1.mat,file_brain_AXT1POST_202_6000513,AXT1POST,1,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_2.mat,file_brain_AXT1POST_202_6000513,AXT1POST,2,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_3.mat,file_brain_AXT1POST_202_6000513,AXT1POST,3,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_4.mat,file_brain_AXT1POST_202_6000513,AXT1POST,4,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_5.mat,file_brain_AXT1POST_202_6000513,AXT1POST,5,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_6.mat,file_brain_AXT1POST_202_6000513,AXT1POST,6,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_7.mat,file_brain_AXT1POST_202_6000513,AXT1POST,7,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_8.mat,file_brain_AXT1POST_202_6000513,AXT1POST,8,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_9.mat,file_brain_AXT1POST_202_6000513,AXT1POST,9,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_10.mat,file_brain_AXT1POST_202_6000513,AXT1POST,10,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_11.mat,file_brain_AXT1POST_202_6000513,AXT1POST,11,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_12.mat,file_brain_AXT1POST_202_6000513,AXT1POST,12,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_13.mat,file_brain_AXT1POST_202_6000513,AXT1POST,13,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_14.mat,file_brain_AXT1POST_202_6000513,AXT1POST,14,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_15.mat,file_brain_AXT1POST_202_6000513,AXT1POST,15,TRAIN,Success
file_brain_AXT1POST_202_6000513/processed/slice_16.mat,file_brain_AXT1POST_202_6000513,AXT1POST,16,TRAIN,Success
file_brain_AXT1POST_202_6000535/processed/slice_1.mat,file_brain_AXT1POST_202_6000535,AXT1POST,1,TRAIN,Success
file_brain_AXT1POST_202_6000535/processed/slice_2.mat,file_brain_AXT1POST_202_6000535,AXT1POST,2,TRAIN,Success
file_brain_AXT1POST_202_6000535/processed/slice_3.mat,file_brain_AXT1POST_202_6000535,AXT1POST,3,TRAIN,Success
file_brain_AXT1POST_202_6000535/processed/slice_4.mat,file_brain_AXT1POST_202_6000535,AXT1POST,4,TRAIN,Success
file_brain_AXT1POST_202_6000535/processed/slice_5.mat,file_brain_AXT1POST_202_6000535,AXT1POST,5,TRAIN,Success
file_brain_AXT1POST_202_6000535/processed/slice_6.mat,file_brain_AXT1POST_202_6000535,AXT1POST,6,TRAIN,Success
